ClientNr,Vestiging,Leeftijd,Geslacht,Lengte,Gewicht
-6905941822942350000,Heerlen,47,Vrouw,NULL,NULL
-4421617224898130000,Heerlen,44,Vrouw,NULL,NULL
5696108962460430000,Sittard-Geleen,45,Vrouw,NULL,NULL
-8857454876699370000,Heerlen,34,Vrouw,NULL,NULL
7706787495746150000,Eindhoven,51,Vrouw,NULL,NULL
7209865304122830000,Sittard-Geleen,52,Vrouw,NULL,NULL
-2386287957813130000,Sittard-Geleen,41,Man,NULL,NULL
4910252521082010000,Roermond,40,Man,NULL,NULL
2754684989930090000,Eindhoven,40,Vrouw,NULL,NULL
-2579696157521210000,Heerlen,53,Vrouw,NULL,NULL
-2256775566766110000,Eindhoven,67,Vrouw,NULL,NULL
-5768172974993830000,Heerlen,32,Vrouw,NULL,NULL
-5510800819658600000,Heerlen,34,Vrouw,NULL,NULL
-8280853609149460000,Sittard-Geleen,54,Man,NULL,NULL
-1246547234715260000,Maastricht,40,Vrouw,NULL,NULL
-6649334661716650000,Maastricht,37,Vrouw,NULL,NULL
1240388949570020000,Maastricht,53,Man,NULL,NULL
9167503142681420000,Eindhoven,29,Vrouw,NULL,NULL
-6538880273608220000,Sittard-Geleen,35,Vrouw,NULL,NULL
3806203607039220000,Heerlen,23,Vrouw,NULL,NULL
7880111100053540000,Eindhoven,63,Vrouw,NULL,NULL
975813429678701000,Heerlen,38,Vrouw,NULL,NULL
9061442754774080000,Eindhoven,50,Vrouw,NULL,NULL
-4292369192890040000,Roermond,40,Vrouw,NULL,NULL
-8247610398501880000,Roermond,50,Man,NULL,NULL
5072691922057050000,Heerlen,46,Vrouw,NULL,NULL
-3193310477327900000,Sittard-Geleen,41,Vrouw,NULL,NULL
-35364781639952400,Sittard-Geleen,41,Man,NULL,NULL
8482977387302850000,Eindhoven,40,Vrouw,NULL,NULL
6683304282496400000,Heerlen,37,Vrouw,NULL,NULL
-1512934354818470000,Eindhoven,27,Vrouw,NULL,NULL
-3216348556446840000,Heerlen,24,Vrouw,NULL,NULL
-1168870981796170000,Roermond,49,Man,NULL,NULL
-3738496967724260000,Sittard-Geleen,38,Vrouw,NULL,NULL
-4397456881634780000,Sittard-Geleen,51,Vrouw,NULL,NULL
8742416896733960000,Eindhoven,63,Man,NULL,NULL
-5549271138691160000,Eindhoven,44,Man,NULL,NULL
420999132118019000,Heerlen,38,Man,NULL,NULL
3910182770310360000,Maastricht,59,Vrouw,NULL,NULL
708097306646824000,Roermond,36,Man,NULL,NULL
4369373243557050000,Roermond,32,Vrouw,NULL,NULL
-2640326942889210000,Roermond,53,Vrouw,NULL,NULL
-4625322771105970000,Sittard-Geleen,46,Vrouw,NULL,NULL
-6003314064038140000,Eindhoven,49,Vrouw,NULL,NULL
3484604314672170000,Heerlen,33,Man,NULL,NULL
5561980250808060000,Roermond,36,Vrouw,NULL,NULL
-8416406151494410000,Heerlen,52,Vrouw,NULL,NULL
6837018671827830000,Maastricht,47,Vrouw,NULL,NULL
-6705546883496100000,Eindhoven,44,Man,NULL,NULL
-8838447318421060000,Roermond,49,Man,NULL,NULL
6726619105204870000,Roermond,62,Man,NULL,NULL
-1789383355377160000,Heerlen,55,Vrouw,NULL,NULL
273048296594957000,Roermond,51,Man,NULL,NULL
6295146380064610000,Eindhoven,42,Man,NULL,NULL
-1350702932940180000,Roermond,50,Vrouw,NULL,NULL
2034729655801270000,Roermond,59,Vrouw,NULL,NULL
-2316022568685800000,Heerlen,47,Man,NULL,NULL
3427847530365940000,Sittard-Geleen,33,Man,NULL,NULL
-8521114722548020000,Roermond,24,Vrouw,NULL,NULL
8140163739725940000,Maastricht,41,Vrouw,NULL,NULL
-358724523933030000,Heerlen,59,Man,NULL,NULL
6733874189639820000,Eindhoven,54,Vrouw,NULL,NULL
-6332771472507780000,Roermond,37,Vrouw,NULL,NULL
7793701570101490000,Heerlen,64,Man,NULL,NULL
-8586591885577070000,Maastricht,59,Man,NULL,NULL
403767676780092000,Roermond,47,Vrouw,NULL,NULL
1519535368105270000,Sittard-Geleen,57,Vrouw,NULL,NULL
7827077042329290000,Heerlen,36,Vrouw,NULL,NULL
-7709962406364390000,Heerlen,47,Vrouw,NULL,NULL
-5262271014493860000,Maastricht,35,Man,NULL,NULL
3571741305402720000,Heerlen,31,Man,NULL,NULL
3743741085984550000,Eindhoven,41,Vrouw,NULL,NULL
7013696695211680000,Maastricht,36,Man,NULL,NULL
-8056673022900930000,Sittard-Geleen,63,Vrouw,NULL,NULL
-6055372054889590000,Sittard-Geleen,36,Vrouw,NULL,NULL
2899274424791820000,Roermond,48,Man,NULL,NULL
-7792060301429030000,Eindhoven,25,Man,NULL,NULL
-1296379393832840000,Eindhoven,54,Vrouw,NULL,NULL
-3981449617042510000,Heerlen,27,Vrouw,NULL,NULL
-688023598133082000,Sittard-Geleen,36,Man,NULL,NULL
-5745715019801520000,Eindhoven,47,Man,NULL,NULL
7277552212456400000,Eindhoven,63,Vrouw,NULL,NULL
-150130283475674000,Heerlen,32,Man,NULL,NULL
4253536839952950000,Eindhoven,31,Vrouw,NULL,NULL
827821665561878000,Eindhoven,48,Vrouw,NULL,NULL
-804038155633072000,Heerlen,40,Vrouw,NULL,NULL
5522257706600940000,Maastricht,48,Vrouw,NULL,NULL
6533935069175840000,Maastricht,57,Vrouw,NULL,NULL
5199809620118320000,Eindhoven,31,Vrouw,NULL,NULL
237955505823050000,Heerlen,38,Vrouw,NULL,NULL
-1903102964493250000,Roermond,55,Vrouw,NULL,NULL
3865409491735720000,Roermond,47,Vrouw,NULL,NULL
8166154459409420000,Heerlen,52,Man,NULL,NULL
2197479954753260000,Heerlen,58,Vrouw,NULL,NULL
2959561381996330000,Sittard-Geleen,26,Vrouw,NULL,NULL
6841415163912560000,Maastricht,30,Vrouw,NULL,NULL
-9028639164775850000,Maastricht,61,Man,NULL,NULL
3857993965117830000,Eindhoven,37,Man,NULL,NULL
4908894854968590000,Maastricht,43,Vrouw,NULL,NULL
5327639147256250000,Roermond,56,Vrouw,NULL,NULL
2284601743139400000,Sittard-Geleen,34,Man,NULL,NULL
-882803354614739000,Eindhoven,46,Man,NULL,NULL
3471969419163010000,Sittard-Geleen,55,Man,NULL,NULL
6654972492783900000,Heerlen,49,Vrouw,NULL,NULL
3953960362277560000,Sittard-Geleen,27,Vrouw,NULL,NULL
9126608109034470000,Eindhoven,57,Vrouw,NULL,NULL
-520576615312906000,Roermond,33,Man,NULL,NULL
2495852638629250000,Maastricht,49,Vrouw,NULL,NULL
7173632147344890000,Eindhoven,63,Vrouw,NULL,NULL
6079217957625820000,Maastricht,25,Vrouw,NULL,NULL
1542006208291150000,Eindhoven,64,Vrouw,NULL,NULL
-3227444764326880000,Heerlen,19,Vrouw,NULL,NULL
-2100070858057920000,Eindhoven,52,Vrouw,NULL,NULL
-4281967400940520000,Roermond,50,Vrouw,NULL,NULL
-2113472232571710000,Sittard-Geleen,46,Vrouw,NULL,NULL
-2876169671304080000,Eindhoven,51,Man,NULL,NULL
6592964541751170000,Roermond,36,Man,NULL,NULL
-6377571776562650000,Heerlen,44,Vrouw,NULL,NULL
8095906467750410000,Roermond,37,Vrouw,NULL,NULL
-6436790187730930000,Roermond,57,Vrouw,NULL,NULL
10709008791405800,Maastricht,34,Man,NULL,NULL
-6316143211137500000,Roermond,61,Vrouw,NULL,NULL
-4845466394999510000,Maastricht,46,Vrouw,NULL,NULL
-8677634242864060000,Heerlen,37,Man,NULL,NULL
-9145193722674980000,Sittard-Geleen,42,Man,NULL,NULL
-8023749377015480000,Eindhoven,31,Vrouw,NULL,NULL
-7454806324544150000,Roermond,58,Man,NULL,NULL
6796108063429880000,Roermond,40,Vrouw,NULL,NULL
3161392437910770000,Eindhoven,48,Vrouw,NULL,NULL
7554820403554130000,Heerlen,64,Vrouw,NULL,NULL
-3792530623932130000,Sittard-Geleen,56,Man,NULL,NULL
-1772179583027030000,Sittard-Geleen,54,Man,NULL,NULL
-8384084749474900000,Sittard-Geleen,36,Vrouw,NULL,NULL
1515212886496090000,Roermond,48,Vrouw,NULL,NULL
1335404382209340000,Sittard-Geleen,35,Vrouw,NULL,NULL
7547755219877840000,Heerlen,51,Vrouw,NULL,NULL
6494325664468920000,Eindhoven,39,Vrouw,NULL,NULL
-8695261267054340000,Eindhoven,40,Man,NULL,NULL
8735972351951200000,Eindhoven,39,Vrouw,NULL,NULL
5527155600674220000,Heerlen,22,Vrouw,NULL,NULL
8585021820195040000,Eindhoven,56,Man,NULL,NULL
5411400956478860000,Eindhoven,40,Vrouw,NULL,NULL
6587745000152650000,Heerlen,38,Vrouw,NULL,NULL
8603137193351340000,Maastricht,42,Vrouw,NULL,NULL
-6208106305715630000,Eindhoven,31,Vrouw,NULL,NULL
7341777165134450000,Roermond,60,Man,NULL,NULL
-411401191866078000,Maastricht,57,Vrouw,NULL,NULL
4557444812096600000,Heerlen,34,Vrouw,NULL,NULL
4574172407505150000,Heerlen,61,Man,NULL,NULL
8433027156825630000,Heerlen,58,Man,NULL,NULL
1716409963679050000,Sittard-Geleen,36,Vrouw,NULL,NULL
-5180594477040570000,Eindhoven,32,Man,NULL,NULL
-1032186434810310000,Roermond,56,Vrouw,NULL,NULL
-6112672691369580,Sittard-Geleen,54,Man,NULL,NULL
-653685897033027000,Heerlen,45,Man,NULL,NULL
3589914890612290000,Sittard-Geleen,44,Vrouw,NULL,NULL
-8786915048171050000,Maastricht,51,Vrouw,NULL,NULL
-2659444871871560000,Heerlen,58,Vrouw,NULL,NULL
7733494013995420000,Heerlen,57,Vrouw,NULL,NULL
-8793023030707550000,Sittard-Geleen,21,Vrouw,NULL,NULL
-2381887756239870000,Roermond,23,Man,NULL,NULL
4006735132244750000,Eindhoven,59,Vrouw,NULL,NULL
6002102263535520000,Sittard-Geleen,51,Man,NULL,NULL
-1827116907767530000,Maastricht,54,Vrouw,NULL,NULL
7991558346356850000,Sittard-Geleen,46,Man,NULL,NULL
7664857514035010000,Heerlen,39,Vrouw,NULL,NULL
-7409657595714880000,Eindhoven,20,Vrouw,NULL,NULL
-8388592679673040000,Eindhoven,53,Vrouw,NULL,NULL
-4318698260916310000,Eindhoven,54,Man,NULL,NULL
2835247771292350000,Heerlen,27,Vrouw,NULL,NULL
4722112120737690000,Eindhoven,39,Man,NULL,NULL
123793301408056000,Sittard-Geleen,19,Vrouw,NULL,NULL
-6925587363526570000,Heerlen,60,Man,NULL,NULL
2863902179255150000,Sittard-Geleen,56,Vrouw,NULL,NULL
5924228491128890000,Roermond,48,Man,NULL,NULL
4201441050983390000,Sittard-Geleen,26,Vrouw,NULL,NULL
-8157911634084350000,Sittard-Geleen,53,Man,NULL,NULL
1867718460192460000,Sittard-Geleen,52,Man,NULL,NULL
-1844840366529350000,Maastricht,31,Man,NULL,NULL
-3013540819298750000,Heerlen,58,Man,NULL,NULL
-3002484590840840000,Eindhoven,34,Vrouw,NULL,NULL
1959694571907300000,Sittard-Geleen,48,Vrouw,NULL,NULL
-1805034491852670000,Roermond,52,Vrouw,NULL,NULL
-1346675930271440000,Roermond,43,Man,NULL,NULL
-6355763189472540000,Roermond,51,Vrouw,NULL,NULL
-273049921857903000,Roermond,45,Vrouw,NULL,NULL
-985359445464213000,Sittard-Geleen,35,Vrouw,NULL,NULL
-413578081942536000,Roermond,33,Vrouw,NULL,NULL
-5880215157904980000,Heerlen,27,Vrouw,NULL,NULL
8849134354523000000,Maastricht,36,Vrouw,NULL,NULL
-873703263788883000,Maastricht,31,Vrouw,NULL,NULL
-6748335623556560000,Maastricht,52,Vrouw,NULL,NULL
-5337182211198430000,Sittard-Geleen,46,Vrouw,NULL,NULL
7151016661433870000,Eindhoven,27,Vrouw,NULL,NULL
7370845584281590000,Maastricht,42,Vrouw,NULL,NULL
-3536921199736190000,Maastricht,27,Vrouw,NULL,NULL
3555664436957310000,Heerlen,36,Man,NULL,NULL
7658023726431700000,Maastricht,39,Man,NULL,NULL
-1445937775927960000,Maastricht,38,Man,NULL,NULL
6439969750577970000,Maastricht,32,Vrouw,NULL,NULL
-6932075220876760000,Maastricht,54,Man,NULL,NULL
7663904641805080000,Eindhoven,47,Vrouw,NULL,NULL
1471095046097390000,Maastricht,45,Man,NULL,NULL
-9095690007439490000,Maastricht,54,Vrouw,NULL,NULL
3916563117008410000,Eindhoven,30,Vrouw,NULL,NULL
8026109561713150000,Eindhoven,41,Man,NULL,NULL
7925869436001770000,Eindhoven,51,Vrouw,NULL,NULL
5273487564773470000,Eindhoven,35,Man,NULL,NULL
-2335014279538870000,Maastricht,59,Vrouw,NULL,NULL
5340590628089350000,Roermond,28,Vrouw,NULL,NULL
9057483481817930000,Roermond,32,Vrouw,NULL,NULL
31528891038854800,Roermond,54,Man,NULL,NULL
4310711637428310000,Maastricht,32,Man,NULL,NULL
-6444006717946970000,Maastricht,55,Man,NULL,NULL
5239226209011500000,Heerlen,56,Vrouw,NULL,NULL
-4778868620148270000,Roermond,34,Vrouw,NULL,NULL
2084023362877030000,Roermond,58,Vrouw,NULL,NULL
5376378796583210000,Roermond,38,Man,NULL,NULL
-4122715389386880000,Eindhoven,51,Vrouw,NULL,NULL
-4397979030566610000,Roermond,43,Vrouw,NULL,NULL
5079099266891470000,Eindhoven,51,Man,NULL,NULL
-4980274987220960000,Eindhoven,33,Vrouw,NULL,NULL
1538560547222370000,Heerlen,31,Vrouw,NULL,NULL
-3422155324524810000,Heerlen,46,Vrouw,NULL,NULL
4644687261705150000,Eindhoven,23,Vrouw,NULL,NULL
-3736692509718020000,Maastricht,53,Vrouw,NULL,NULL
-374741301368836000,Heerlen,35,Vrouw,NULL,NULL
1973832744009040000,Eindhoven,51,Vrouw,NULL,NULL
3155718162040170000,Roermond,43,Man,NULL,NULL
4024356945552280000,Maastricht,39,Vrouw,NULL,NULL
4412696894282700000,Eindhoven,60,Man,NULL,NULL
-6066806763021360000,Heerlen,24,Vrouw,NULL,NULL
3044148726573210000,Roermond,52,Vrouw,NULL,NULL
-4718003539314720000,Eindhoven,40,Vrouw,NULL,NULL
4920716473523710000,Roermond,55,Man,NULL,NULL
-6276992489703430000,Heerlen,49,Man,NULL,NULL
836916331080576000,Roermond,33,Man,NULL,NULL
7596020733661230000,Maastricht,41,Man,NULL,NULL
-4117646008683790000,Eindhoven,56,Man,NULL,NULL
-6541818111500390000,Heerlen,57,Man,NULL,NULL
-1307625208828990000,Heerlen,31,Vrouw,NULL,NULL
-6626370988391250000,Heerlen,38,Vrouw,NULL,NULL
-7174464572713070000,Eindhoven,38,Vrouw,NULL,NULL
-5298345916303710000,Heerlen,61,Vrouw,NULL,NULL
6136669252872880000,Heerlen,53,Man,NULL,NULL
527415714531688000,Sittard-Geleen,55,Man,NULL,NULL
-8673412715304250000,Eindhoven,31,Vrouw,NULL,NULL
-9139481912856990000,Roermond,39,Man,NULL,NULL
8730689945658250000,Eindhoven,56,Man,NULL,NULL
-4262715477341900000,Roermond,38,Vrouw,NULL,NULL
6441033555079310000,Maastricht,61,Vrouw,NULL,NULL
9151966676219210000,Roermond,47,Vrouw,NULL,NULL
-7527348428121080000,Eindhoven,20,Vrouw,NULL,NULL
-3385502916852030000,Eindhoven,51,Man,NULL,NULL
1118058325561130000,Sittard-Geleen,55,Vrouw,NULL,NULL
-6157148658208720000,Maastricht,47,Man,NULL,NULL
5536359752511470000,Heerlen,41,Vrouw,NULL,NULL
-1239508281261160000,Heerlen,59,Vrouw,NULL,NULL
1609035777628150000,Roermond,29,Man,NULL,NULL
-1950201387636480000,Sittard-Geleen,21,Vrouw,NULL,NULL
-4373332104825300000,Heerlen,36,Vrouw,NULL,NULL
7636723819245640000,Eindhoven,31,Vrouw,NULL,NULL
-6823240660214360000,Roermond,33,Vrouw,NULL,NULL
-380056488226974000,Maastricht,27,Man,NULL,NULL
-748385526721045000,Heerlen,31,Vrouw,NULL,NULL
2197774467295590000,Heerlen,42,Vrouw,NULL,NULL
-7370471225073720000,Heerlen,29,Vrouw,NULL,NULL
-5651602188896770000,Heerlen,36,Man,NULL,NULL
-3031756386399220000,Roermond,55,Vrouw,NULL,NULL
8050767819563890000,Roermond,46,Vrouw,NULL,NULL
-7590736383760100000,Roermond,61,Vrouw,NULL,NULL
-5798424578680760000,Sittard-Geleen,48,Vrouw,NULL,NULL
1866684044409510000,Eindhoven,38,Vrouw,NULL,NULL
-4310068114621570000,Sittard-Geleen,45,Man,NULL,NULL
6274290094776210000,Maastricht,57,Vrouw,NULL,NULL
-3421916763285940000,Sittard-Geleen,29,Vrouw,NULL,NULL
1713067666799640000,Sittard-Geleen,55,Man,NULL,NULL
3990976573598700000,Maastricht,32,Vrouw,NULL,NULL
79423674579922700,Eindhoven,56,Vrouw,NULL,NULL
8132194373810840000,Maastricht,35,Vrouw,NULL,NULL
9192598277110780000,Roermond,54,Man,NULL,NULL
3816730092152490000,Roermond,57,Vrouw,NULL,NULL
5175605591693360000,Heerlen,56,Man,NULL,NULL
2574577498958890000,Heerlen,39,Man,NULL,NULL
-3430565033329920000,Sittard-Geleen,37,Vrouw,NULL,NULL
-944257948195592000,Heerlen,38,Vrouw,NULL,NULL
-2128974373306630000,Eindhoven,33,Vrouw,NULL,NULL
1188468701230300000,Eindhoven,63,Man,NULL,NULL
-4030145117845250000,Sittard-Geleen,30,Man,NULL,NULL
3133953325259790000,Roermond,57,Man,NULL,NULL
-389469231704978000,Roermond,43,Man,NULL,NULL
-4434925037604500000,Sittard-Geleen,59,Vrouw,NULL,NULL
-9122960410357120000,Eindhoven,57,Man,NULL,NULL
-2177333819394470000,Eindhoven,35,Vrouw,NULL,NULL
4136216430265410000,Heerlen,48,Vrouw,NULL,NULL
-4372429978675540000,Roermond,44,Vrouw,NULL,NULL
-2089008725889010000,Sittard-Geleen,54,Vrouw,NULL,NULL
-5908598193759680000,Maastricht,52,Man,NULL,NULL
-6157351124130080000,Roermond,27,Vrouw,NULL,NULL
-7594511528849330000,Eindhoven,34,Vrouw,NULL,NULL
-8330043361869450000,Heerlen,37,Vrouw,NULL,NULL
-7592904600003380000,Sittard-Geleen,31,Vrouw,NULL,NULL
-8387122370544520000,Roermond,40,Vrouw,NULL,NULL
820732069548090000,Maastricht,50,Vrouw,NULL,NULL
5812400166106700000,Roermond,50,Man,NULL,NULL
5376984882741140000,Roermond,38,Vrouw,NULL,NULL
-3720858256444500000,Maastricht,29,Man,NULL,NULL
6257955993634260000,Roermond,21,Man,NULL,NULL
2370785089068650000,Heerlen,66,Man,NULL,NULL
6470805838271350000,Maastricht,59,Vrouw,NULL,NULL
-3426613989902910000,Maastricht,47,Vrouw,NULL,NULL
6899148670007710000,Sittard-Geleen,64,Man,NULL,NULL
7008287972601420000,Heerlen,25,Vrouw,NULL,NULL
8386111648744040000,Roermond,48,Man,NULL,NULL
618513229894196000,Eindhoven,40,Vrouw,NULL,NULL
-4416782126719960000,Roermond,43,Vrouw,NULL,NULL
3777673694318440000,Sittard-Geleen,48,Vrouw,NULL,NULL
4643080563827560000,Eindhoven,43,Vrouw,NULL,NULL
3526533840972640000,Sittard-Geleen,25,Man,NULL,NULL
-2091647432278280000,Roermond,37,Vrouw,NULL,NULL
-8931095273832720000,Roermond,43,Vrouw,NULL,NULL
-8902191349604560000,Sittard-Geleen,33,Man,NULL,NULL
-4780203637838070000,Roermond,38,Man,NULL,NULL
-1769375333411710000,Eindhoven,44,Vrouw,NULL,NULL
3240753650485310000,Maastricht,24,Vrouw,NULL,NULL
7593807576362310000,Maastricht,59,Man,NULL,NULL
3656054302582940000,Eindhoven,47,Man,NULL,NULL
3700695899965670000,Eindhoven,51,Man,NULL,NULL
-3047767995103360000,Eindhoven,53,Vrouw,NULL,NULL
3061464861009140000,Heerlen,36,Vrouw,NULL,NULL
6650684119122740000,Maastricht,20,Man,NULL,NULL
-9027212186500170000,Sittard-Geleen,39,Vrouw,NULL,NULL
-3199468744490750000,Eindhoven,25,Man,NULL,NULL
6140665370582410000,Maastricht,66,Man,NULL,NULL
-8380252711895200000,Eindhoven,48,Vrouw,NULL,NULL
-7999639955265280000,Roermond,36,Vrouw,NULL,NULL
3987258968558880000,Eindhoven,56,Man,NULL,NULL
-6654700441109850000,Maastricht,66,Vrouw,NULL,NULL
-4171832925457670000,Sittard-Geleen,21,Man,NULL,NULL
-5985294899226150000,Heerlen,51,Man,NULL,NULL
7869438459930640000,Eindhoven,58,Vrouw,NULL,NULL
-5598910230321960000,Sittard-Geleen,59,Vrouw,NULL,NULL
5608091404174750000,Sittard-Geleen,46,Man,NULL,NULL
5511160175688210000,Sittard-Geleen,65,Man,NULL,NULL
-7423258120808880000,Sittard-Geleen,55,Vrouw,NULL,NULL
-7182945329303200000,Sittard-Geleen,30,Vrouw,NULL,NULL
3365971393120600000,Sittard-Geleen,55,Vrouw,NULL,NULL
3508952746710130000,Sittard-Geleen,49,Vrouw,NULL,NULL
-6713450071484880000,Eindhoven,23,Man,NULL,NULL
5854709399836820000,Eindhoven,52,Vrouw,NULL,NULL
-3999410529469190000,Sittard-Geleen,28,Vrouw,NULL,NULL
-6199352010636550000,Maastricht,26,Vrouw,NULL,NULL
-8777652137425810000,Roermond,29,Vrouw,NULL,NULL
8142783167726990000,Roermond,52,Vrouw,NULL,NULL
-6184600394536290000,Heerlen,33,Vrouw,NULL,NULL
785306234668489000,Sittard-Geleen,46,Vrouw,NULL,NULL
8684470816320700000,Maastricht,58,Man,NULL,NULL
8651390296285640000,Roermond,48,Vrouw,NULL,NULL
1953413097868650000,Eindhoven,54,Vrouw,NULL,NULL
7121542137814870000,Roermond,53,Man,NULL,NULL
-2363038582503540000,Roermond,26,Vrouw,NULL,NULL
3297605535173600000,Heerlen,46,Vrouw,NULL,NULL
5566915850955930000,Heerlen,36,Vrouw,NULL,NULL
3433419309274190000,Roermond,59,Vrouw,NULL,NULL
5370248981912070000,Heerlen,49,Vrouw,NULL,NULL
-8814754445181670000,Heerlen,25,Man,NULL,NULL
6222999435926190000,Heerlen,51,Vrouw,NULL,NULL
-7115770153587380000,Roermond,39,Man,NULL,NULL
-3434619189515260000,Roermond,40,Vrouw,NULL,NULL
-3062264007434360000,Sittard-Geleen,50,Man,NULL,NULL
-4593285043531760000,Eindhoven,58,Vrouw,NULL,NULL
6460335565789650000,Roermond,47,Vrouw,NULL,NULL
-493428067707965000,Maastricht,52,Vrouw,NULL,NULL
2022197134289190000,Heerlen,30,Vrouw,NULL,NULL
2765997588052690000,Maastricht,23,Vrouw,NULL,NULL
-302630647528825000,Sittard-Geleen,29,Vrouw,NULL,NULL
-8045090753965810000,Eindhoven,46,Vrouw,NULL,NULL
-666794610589738000,Roermond,29,Vrouw,NULL,NULL
1000628942077850000,Heerlen,53,Man,NULL,NULL
5327749160587730000,Heerlen,54,Vrouw,NULL,NULL
-2419061572900460000,Heerlen,41,Vrouw,NULL,NULL
-2325396840586730000,Eindhoven,37,Man,NULL,NULL
6304045337840780000,Sittard-Geleen,49,Man,NULL,NULL
-6978166128458550000,Sittard-Geleen,62,Vrouw,NULL,NULL
1882418317583120000,Eindhoven,37,Vrouw,NULL,NULL
2332448070848370000,Eindhoven,25,Vrouw,NULL,NULL
-7448324876731720000,Eindhoven,59,Vrouw,NULL,NULL
3023789109986020000,Roermond,47,Vrouw,NULL,NULL
1213664519775970000,Heerlen,26,Vrouw,NULL,NULL
-6083486433089150000,Maastricht,50,Vrouw,NULL,NULL
5322368416276530000,Heerlen,38,Man,NULL,NULL
8296782990472430000,Roermond,53,Man,NULL,NULL
6934528505854910000,Maastricht,65,Vrouw,NULL,NULL
-8564775172851670000,Heerlen,28,Man,NULL,NULL
-281944425647687000,Eindhoven,38,Vrouw,NULL,NULL
22676953196322200,Eindhoven,30,Vrouw,NULL,NULL
-4834395748623750000,Eindhoven,46,Vrouw,NULL,NULL
-5479791680343090000,Eindhoven,50,Man,NULL,NULL
-1509738927322550000,Eindhoven,45,Vrouw,NULL,NULL
-6500967419341670000,Roermond,24,Vrouw,NULL,NULL
-4993958849687310000,Eindhoven,42,Man,NULL,NULL
9208518764669140000,Sittard-Geleen,44,Vrouw,NULL,NULL
9192932084308830000,Maastricht,50,Vrouw,NULL,NULL
3213493701076740000,Heerlen,45,Vrouw,NULL,NULL
-407628197552215000,Roermond,54,Vrouw,NULL,NULL
-8516385264941660000,Maastricht,35,Man,NULL,NULL
-8901455238242030000,Maastricht,32,Man,NULL,NULL
6918959143461630000,Heerlen,46,Vrouw,NULL,NULL
7697584772363720000,Heerlen,37,Man,NULL,NULL
3723412149195840000,Heerlen,30,Vrouw,NULL,NULL
-7001743696627180000,Maastricht,41,Vrouw,NULL,NULL
649450003391810000,Maastricht,31,Man,NULL,NULL
2185556187824290000,Maastricht,28,Vrouw,NULL,NULL
-2458530392889290000,Maastricht,52,Vrouw,NULL,NULL
-5999680426529140000,Sittard-Geleen,31,Vrouw,NULL,NULL
-5157815839724850000,Sittard-Geleen,31,Man,NULL,NULL
-4889410506701220000,Sittard-Geleen,58,Vrouw,NULL,NULL
5731139450885800000,Maastricht,63,Man,NULL,NULL
-4892590848886820000,Heerlen,58,Man,NULL,NULL
-2021847240695540000,Roermond,39,Vrouw,NULL,NULL
3300121822707980000,Heerlen,42,Vrouw,NULL,NULL
-1442113827652790000,Roermond,38,Man,NULL,NULL
-6323097092681350000,Eindhoven,52,Man,NULL,NULL
-7281644382079050000,Eindhoven,49,Man,NULL,NULL
-7152552565324750000,Roermond,53,Man,NULL,NULL
1020594159302530000,Eindhoven,27,Vrouw,NULL,NULL
-5044954755352990000,Maastricht,42,Man,NULL,NULL
3758995873010030000,Maastricht,39,Vrouw,NULL,NULL
6493856940627260000,Eindhoven,24,Man,NULL,NULL
-7186942598388120000,Roermond,44,Vrouw,NULL,NULL
750478511624190000,Eindhoven,62,Vrouw,NULL,NULL
-362533629670531000,Maastricht,31,Vrouw,NULL,NULL
-5902104387518150000,Heerlen,32,Vrouw,NULL,NULL
4493002355457690000,Sittard-Geleen,34,Vrouw,NULL,NULL
-808276945791138000,Sittard-Geleen,67,Vrouw,NULL,NULL
8692918124231560000,Roermond,63,Vrouw,NULL,NULL
-4857771493790020000,Maastricht,52,Man,NULL,NULL
-2654712230218450000,Maastricht,39,Vrouw,NULL,NULL
-170787769528728000,Sittard-Geleen,33,Vrouw,NULL,NULL
-8120517246947140000,Sittard-Geleen,59,Vrouw,NULL,NULL
-8431600750550300000,Heerlen,33,Vrouw,NULL,NULL
4851032286040560000,Heerlen,48,Vrouw,NULL,NULL
-5436685904869150000,Roermond,27,Man,NULL,NULL
4601433607166390000,Eindhoven,44,Vrouw,NULL,NULL
-303083220318181000,Sittard-Geleen,49,Vrouw,NULL,NULL
-3733501583841570000,Sittard-Geleen,29,Vrouw,NULL,NULL
-8671751121079060000,Sittard-Geleen,31,Vrouw,NULL,NULL
8516752668472040000,Heerlen,39,Vrouw,NULL,NULL
6442026568579330000,Maastricht,25,Man,NULL,NULL
-9041072744191860000,Roermond,61,Man,NULL,NULL
922167429785201000,Heerlen,37,Man,NULL,NULL
-4633557265527790000,Roermond,55,Man,NULL,NULL
5519774797999750000,Eindhoven,44,Man,NULL,NULL
6193135757688790000,Heerlen,49,Vrouw,NULL,NULL
-5899182678845910000,Heerlen,28,Man,NULL,NULL
-1428358431580660000,Maastricht,44,Vrouw,NULL,NULL
-7478407560152440000,Heerlen,43,Vrouw,NULL,NULL
-961206656471396000,Heerlen,54,Vrouw,NULL,NULL
-6365090713595000000,Sittard-Geleen,50,Vrouw,NULL,NULL
2132859360296700000,Eindhoven,47,Man,NULL,NULL
-6852631178366430000,Sittard-Geleen,57,Man,NULL,NULL
4278086087916190000,Roermond,28,Vrouw,NULL,NULL
-1177737597276520000,Heerlen,53,Vrouw,NULL,NULL
3439218111447800000,Heerlen,31,Man,NULL,NULL
